id,version,location,area,method,species,pokemon,level,chance,conditions,note
1911,red,safari-zone,area-3-west,walk,nidoran-f,nidoran-f,25,5,,
1916,red,safari-zone,area-3-west,walk,venomoth,venomoth,31,5,,
1921,red,safari-zone,area-3-west,walk,tauros,tauros,26,4,,
1926,red,safari-zone,area-3-west,walk,kangaskhan,kangaskhan,28,1,,
1931,red,safari-zone,area-3-west,old-rod,magikarp,magikarp,5,100,,
1936,red,safari-zone,area-3-west,good-rod,poliwag,poliwag,10,50,,
1941,red,safari-zone,area-3-west,good-rod,goldeen,goldeen,10,50,,
1946,red,safari-zone,area-3-west,super-rod,psyduck,psyduck,15,25,,
1951,red,safari-zone,area-3-west,super-rod,slowpoke,slowpoke,15,25,,
1956,red,safari-zone,area-3-west,super-rod,krabby,krabby,15,25,,
1961,red,safari-zone,area-3-west,super-rod,dratini,dratini,15,25,,
1966,red,safari-zone,middle,walk,nidoran-m,nidoran-m,22,20,,
1971,red,safari-zone,middle,walk,exeggcute,exeggcute,24-25,20,,
1976,red,safari-zone,middle,walk,rhyhorn,rhyhorn,25,20,,
1981,red,safari-zone,middle,walk,venonat,venonat,22,15,,
1986,red,safari-zone,middle,walk,nidorino,nidorino,31,10,,
1991,red,safari-zone,middle,walk,nidorina,nidorina,31,5,,
1996,red,safari-zone,middle,walk,parasect,parasect,30,5,,
2001,red,safari-zone,middle,walk,scyther,scyther,23,4,,
2006,red,safari-zone,middle,walk,chansey,chansey,23,1,,
2011,red,safari-zone,middle,old-rod,magikarp,magikarp,5,100,,
2016,red,safari-zone,middle,good-rod,poliwag,poliwag,10,50,,
2021,red,safari-zone,middle,good-rod,goldeen,goldeen,10,50,,
2026,red,safari-zone,middle,super-rod,psyduck,psyduck,15,25,,
2031,red,safari-zone,middle,super-rod,slowpoke,slowpoke,15,25,,
2036,red,safari-zone,middle,super-rod,krabby,krabby,15,25,,
2041,red,safari-zone,middle,super-rod,dratini,dratini,15,25,,
2046,red,saffron-city,fighting-dojo,gift,hitmonlee,hitmonlee,30,,,
2051,red,saffron-city,fighting-dojo,gift,hitmonchan,hitmonchan,30,,,
2056,red,seafoam-islands,1f,walk,slowpoke,slowpoke,30,20,,
2061,red,seafoam-islands,1f,walk,seel,seel,30,20,,
2066,red,seafoam-islands,1f,walk,horsea,horsea,28-30,20,,
2071,red,seafoam-islands,1f,walk,shellder,shellder,28-30,19,,
2076,red,seafoam-islands,1f,walk,zubat,zubat,21,10,,
2081,red,seafoam-islands,1f,walk,golbat,golbat,29,5,,
2086,red,seafoam-islands,1f,walk,psyduck,psyduck,28,5,,
2091,red,seafoam-islands,1f,walk,golduck,golduck,38,1,,
2096,red,seafoam-islands,b1f,walk,horsea,horsea,30-32,30,,
2101,red,seafoam-islands,b1f,walk,staryu,staryu,30,20,,
2106,red,seafoam-islands,b1f,walk,slowpoke,slowpoke,28-30,15,,
2111,red,seafoam-islands,b1f,walk,seel,seel,28-30,15,,
2116,red,seafoam-islands,b1f,walk,shellder,shellder,32,15,,
2121,red,seafoam-islands,b1f,walk,dewgong,dewgong,38,4,,
2126,red,seafoam-islands,b1f,walk,seadra,seadra,37,1,,
2131,red,seafoam-islands,b2f,walk,seel,seel,30-32,35,,
2136,red,seafoam-islands,b2f,walk,slowpoke,slowpoke,30-32,30,,
2141,red,seafoam-islands,b2f,walk,horsea,horsea,28-30,15,,
2146,red,seafoam-islands,b2f,walk,staryu,staryu,30,10,,
2151,red,seafoam-islands,b2f,walk,shellder,shellder,28,5,,
2156,red,seafoam-islands,b2f,walk,golbat,golbat,30,4,,
2161,red,seafoam-islands,b2f,walk,slowbro,slowbro,37,1,,
2166,red,seafoam-islands,b3f,walk,slowpoke,slowpoke,31-33,35,,
2171,red,seafoam-islands,b3f,walk,seel,seel,31-33,30,,
2176,red,seafoam-islands,b3f,walk,shellder,shellder,29-31,15,,
2181,red,seafoam-islands,b3f,walk,horsea,horsea,29-31,15,,
2186,red,seafoam-islands,b3f,walk,seadra,seadra,39,4,,
2191,red,seafoam-islands,b3f,walk,dewgong,dewgong,37,1,,
2196,red,seafoam-islands,b3f,old-rod,magikarp,magikarp,5,100,,
2201,red,seafoam-islands,b3f,good-rod,poliwag,poliwag,10,50,,
2206,red,seafoam-islands,b3f,good-rod,goldeen,goldeen,10,50,,
2211,red,seafoam-islands,b3f,super-rod,shellder,shellder,15,25,,
2216,red,seafoam-islands,b3f,super-rod,horsea,horsea,15,25,,
2221,red,seafoam-islands,b3f,super-rod,goldeen,goldeen,15,25,,
2226,red,seafoam-islands,b3f,super-rod,staryu,staryu,15,25,,
2231,red,seafoam-islands,b4f,walk,horsea,horsea,31-33,35,,
2236,red,seafoam-islands,b4f,walk,shellder,shellder,31-33,30,,
2241,red,seafoam-islands,b4f,walk,slowpoke,slowpoke,29-31,15,,
2246,red,seafoam-islands,b4f,walk,seel,seel,29-31,15,,
2251,red,seafoam-islands,b4f,walk,slowbro,slowbro,39,4,,
2256,red,seafoam-islands,b4f,walk,golbat,golbat,32,1,,
2261,red,seafoam-islands,b4f,old-rod,magikarp,magikarp,5,100,,
2266,red,seafoam-islands,b4f,good-rod,poliwag,poliwag,10,50,,
2271,red,seafoam-islands,b4f,good-rod,goldeen,goldeen,10,50,,
2276,red,seafoam-islands,b4f,super-rod,shellder,shellder,15,25,,
2281,red,seafoam-islands,b4f,super-rod,horsea,horsea,15,25,,
2286,red,seafoam-islands,b4f,super-rod,goldeen,goldeen,15,25,,
2291,red,seafoam-islands,b4f,super-rod,staryu,staryu,15,25,,
2296,red,silph-co,7f,gift,lapras,lapras,15,,,
2301,red,ss-anne,dock,old-rod,magikarp,magikarp,5,100,,
2306,red,ss-anne,dock,good-rod,poliwag,poliwag,10,50,,
2311,red,ss-anne,dock,good-rod,goldeen,goldeen,10,50,,
2316,red,ss-anne,dock,super-rod,shellder,shellder,15,50,,
2321,red,ss-anne,dock,super-rod,krabby,krabby,15,50,,
2326,red,vermilion-city,whole-area,old-rod,magikarp,magikarp,5,100,,
2331,red,vermilion-city,whole-area,good-rod,poliwag,poliwag,10,50,,
2336,red,vermilion-city,whole-area,good-rod,goldeen,goldeen,10,50,,
2341,red,vermilion-city,whole-area,super-rod,shellder,shellder,15,50,,
2346,red,vermilion-city,whole-area,super-rod,krabby,krabby,15,50,,
2351,red,victory-road,1f,walk,onix,onix,36-42,30,,
2356,red,victory-road,1f,walk,machop,machop,24,20,,
2361,red,victory-road,1f,walk,geodude,geodude,26,20,,
2366,red,victory-road,1f,walk,zubat,zubat,22,15,,
2371,red,victory-road,1f,walk,golbat,golbat,41,5,,
2376,red,victory-road,1f,walk,graveler,graveler,41,5,,
2381,red,victory-road,1f,walk,machoke,machoke,42,4,,
2386,red,victory-road,1f,walk,marowak,marowak,43,1,,
2391,red,victory-road,2f,walk,onix,onix,36-42,30,,
2396,red,victory-road,2f,walk,machop,machop,22,20,,
2401,red,victory-road,2f,walk,geodude,geodude,24,20,,
2406,red,victory-road,2f,walk,zubat,zubat,26,15,,
2411,red,victory-road,2f,walk,golbat,golbat,40,5,,
2416,red,victory-road,2f,walk,machoke,machoke,41,5,,
2421,red,victory-road,2f,walk,marowak,marowak,40,4,,
2426,red,victory-road,2f,walk,graveler,graveler,43,1,,
2431,red,victory-road,3f,walk,machop,machop,24,20,,
2436,red,victory-road,3f,walk,geodude,geodude,26,20,,
2441,red,victory-road,3f,walk,onix,onix,42-45,20,,
2446,red,victory-road,3f,walk,zubat,zubat,22,15,,
2451,red,victory-road,3f,walk,venomoth,venomoth,40,10,,
2456,red,victory-road,3f,walk,golbat,golbat,41,5,,
2461,red,victory-road,3f,walk,machoke,machoke,42-45,5,,
2466,red,victory-road,3f,walk,graveler,graveler,43,5,,
2471,red,viridian-city,whole-area,old-rod,magikarp,magikarp,5,100,,
2476,red,viridian-city,whole-area,good-rod,poliwag,poliwag,10,50,,
2481,red,viridian-city,whole-area,good-rod,goldeen,goldeen,10,50,,
2486,red,viridian-city,whole-area,super-rod,poliwag,poliwag,15,50,,
2491,red,viridian-city,whole-area,super-rod,tentacool,tentacool,15,50,,
2496,red,viridian-forest,whole-area,walk,weedle,weedle,3-5,45,,
2501,red,viridian-forest,whole-area,walk,kakuna,kakuna,4-6,40,,
2506,red,viridian-forest,whole-area,walk,caterpie,caterpie,3,5,,
2511,red,viridian-forest,whole-area,walk,metapod,metapod,4,5,,
2516,red,viridian-forest,whole-area,walk,pikachu,pikachu,3-5,5,,
2521,blue,celadon-city,celadon-mansion,gift,eevee,eevee,25,,,
2526,blue,celadon-city,whole-area,old-rod,magikarp,magikarp,5,100,,
2531,blue,celadon-city,whole-area,good-rod,poliwag,poliwag,10,50,,
2536,blue,celadon-city,whole-area,good-rod,goldeen,goldeen,10,50,,
2541,blue,celadon-city,whole-area,super-rod,poliwhirl,poliwhirl,23,50,,
2546,blue,celadon-city,whole-area,super-rod,slowpoke,slowpoke,15,50,,
2551,blue,cerulean-cave,1f,walk,golbat,golbat,46,20,,
2556,blue,cerulean-cave,1f,walk,hypno,hypno,46,20,,
2561,blue,cerulean-cave,1f,walk,magneton,magneton,46,15,,
2566,blue,cerulean-cave,1f,walk,sandslash,sandslash,52,10,,
2571,blue,cerulean-cave,1f,walk,venomoth,venomoth,49,10,,
2576,blue,cerulean-cave,1f,walk,dodrio,dodrio,49,10,,
2581,blue,cerulean-cave,1f,walk,parasect,parasect,52,5,,
2586,blue,cerulean-cave,1f,walk,kadabra,kadabra,49,5,,
2591,blue,cerulean-cave,1f,walk,raichu,raichu,53,4,,
2596,blue,cerulean-cave,1f,walk,ditto,ditto,53,1,,
2601,blue,cerulean-cave,1f,old-rod,magikarp,magikarp,5,100,,
2606,blue,cerulean-cave,1f,good-rod,poliwag,poliwag,10,50,,
2611,blue,cerulean-cave,1f,good-rod,goldeen,goldeen,10,50,,
2616,blue,cerulean-cave,1f,super-rod,slowbro,slowbro,23,25,,
2621,blue,cerulean-cave,1f,super-rod,kingler,kingler,23,25,,
2626,blue,cerulean-cave,1f,super-rod,seadra,seadra,23,25,,
2631,blue,cerulean-cave,1f,super-rod,seaking,seaking,23,25,,
2636,blue,cerulean-cave,2f,walk,venomoth,venomoth,51,20,,
2641,blue,cerulean-cave,2f,walk,dodrio,dodrio,51,20,,
2646,blue,cerulean-cave,2f,walk,kadabra,kadabra,51,15,,
2651,blue,cerulean-cave,2f,walk,electrode,electrode,52,10,,
2656,blue,cerulean-cave,2f,walk,marowak,marowak,52,10,,
2661,blue,cerulean-cave,2f,walk,rhydon,rhydon,52,10,,
2666,blue,cerulean-cave,2f,walk,wigglytuff,wigglytuff,54,5,,
2671,blue,cerulean-cave,2f,walk,chansey,chansey,56,5,,
2676,blue,cerulean-cave,2f,walk,ditto,ditto,55-60,5,,
2681,blue,cerulean-cave,b1f,walk,marowak,marowak,55,20,,
2686,blue,cerulean-cave,b1f,walk,rhydon,rhydon,55,20,,
2691,blue,cerulean-cave,b1f,walk,electrode,electrode,55,15,,
2696,blue,cerulean-cave,b1f,walk,raichu,raichu,64,10,,
2701,blue,cerulean-cave,b1f,walk,parasect,parasect,64,10,,
2706,blue,cerulean-cave,b1f,walk,chansey,chansey,64,10,,
2711,blue,cerulean-cave,b1f,walk,ditto,ditto,63-67,10,,
2716,blue,cerulean-cave,b1f,walk,sandslash,sandslash,57,5,,
2721,blue,cerulean-cave,b1f,old-rod,magikarp,magikarp,5,100,,
2726,blue,cerulean-cave,b1f,good-rod,poliwag,poliwag,10,50,,
2731,blue,cerulean-cave,b1f,good-rod,goldeen,goldeen,10,50,,
2736,blue,cerulean-cave,b1f,super-rod,slowbro,slowbro,23,25,,
2741,blue,cerulean-cave,b1f,super-rod,kingler,kingler,23,25,,
2746,blue,cerulean-cave,b1f,super-rod,seadra,seadra,23,25,,
2751,blue,cerulean-cave,b1f,super-rod,seaking,seaking,23,25,,
2756,blue,cerulean-city,whole-area,old-rod,magikarp,magikarp,5,100,,
2761,blue,cerulean-city,whole-area,good-rod,poliwag,poliwag,10,50,,
2766,blue,cerulean-city,whole-area,good-rod,goldeen,goldeen,10,50,,
2771,blue,cerulean-city,whole-area,super-rod,goldeen,goldeen,15,34,,
2776,blue,cerulean-city,whole-area,super-rod,psyduck,psyduck,15,33,,
2781,blue,cerulean-city,whole-area,super-rod,krabby,krabby,15,33,,
2786,blue,cinnabar-island,whole-area,old-rod,magikarp,magikarp,5,100,,
2791,blue,cinnabar-island,whole-area,good-rod,poliwag,poliwag,10,50,,
2796,blue,cinnabar-island,whole-area,good-rod,goldeen,goldeen,10,50,,
2801,blue,cinnabar-island,whole-area,super-rod,shellder,shellder,15,25,,
2806,blue,cinnabar-island,whole-area,super-rod,horsea,horsea,15,25,,
2811,blue,cinnabar-island,whole-area,super-rod,goldeen,goldeen,15,25,,
2816,blue,cinnabar-island,whole-area,super-rod,staryu,staryu,15,25,,
2821,blue,digletts-cave,whole-area,walk,diglett,diglett,15-22,50,,
2826,blue,digletts-cave,whole-area,walk,dugtrio,dugtrio,29-31,5,,
2831,blue,fuchsia-city,whole-area,old-rod,magikarp,magikarp,5,100,,
2836,blue,fuchsia-city,whole-area,good-rod,poliwag,poliwag,10,50,,
2841,blue,fuchsia-city,whole-area,good-rod,goldeen,goldeen,10,50,,
2846,blue,fuchsia-city,whole-area,super-rod,krabby,krabby,15,25,,
2851,blue,fuchsia-city,whole-area,super-rod,goldeen,goldeen,15,25,,
2856,blue,fuchsia-city,whole-area,super-rod,seaking,seaking,23,25,,
2861,blue,fuchsia-city,whole-area,super-rod,magikarp,magikarp,15,25,,
2866,blue,kanto-route-1,whole-area,walk,pidgey,pidgey,2-5,50,,
2871,blue,kanto-route-1,whole-area,walk,rattata,rattata,2-4,50,,
2876,blue,kanto-route-2,south-towards-viridian-city,walk,pidgey,pidgey,3-5,45,,
2881,blue,kanto-route-2,south-towards-viridian-city,walk,rattata,rattata,2-5,35,,
2886,blue,kanto-route-2,south-towards-viridian-city,walk,caterpie,caterpie,3-5,15,,
2891,blue,kanto-route-3,whole-area,walk,pidgey,pidgey,6-8,45,,
2896,blue,kanto-route-3,whole-area,walk,spearow,spearow,5-8,35,,
2901,blue,kanto-route-3,whole-area,walk,jigglypuff,jigglypuff,3-7,10,,
2906,blue,kanto-route-4,pokemon-center,gift,magikarp,magikarp,5,,,
2911,blue,kanto-route-4,whole-area,walk,rattata,rattata,8-12,40,,
2916,blue,kanto-route-4,whole-area,walk,spearow,spearow,8-12,35,,
2921,blue,kanto-route-4,whole-area,walk,sandshrew,sandshrew,6-12,15,,
2926,blue,kanto-route-5,whole-area,walk,pidgey,pidgey,13-16,40,,
2931,blue,kanto-route-5,whole-area,walk,bellsprout,bellsprout,13-16,35,,
2936,blue,kanto-route-5,whole-area,walk,meowth,meowth,10-16,15,,
2941,blue,kanto-route-6,whole-area,walk,pidgey,pidgey,13-16,40,,
2946,blue,kanto-route-6,whole-area,walk,bellsprout,bellsprout,13-16,35,,
2951,blue,kanto-route-6,whole-area,walk,meowth,meowth,10-16,15,,
2956,blue,kanto-route-6,whole-area,old-rod,magikarp,magikarp,5,100,,
2961,blue,kanto-route-6,whole-area,good-rod,poliwag,poliwag,10,50,,
2966,blue,kanto-route-6,whole-area,good-rod,goldeen,goldeen,10,50,,
2971,blue,kanto-route-6,whole-area,super-rod,shellder,shellder,15,50,,
2976,blue,kanto-route-6,whole-area,super-rod,krabby,krabby,15,50,,
2981,blue,kanto-route-7,whole-area,walk,pidgey,pidgey,19-22,30,,
2986,blue,kanto-route-7,whole-area,walk,meowth,meowth,17-20,30,,
2991,blue,kanto-route-7,whole-area,walk,bellsprout,bellsprout,19-22,30,,
2996,blue,kanto-route-7,whole-area,walk,vulpix,vulpix,18-20,5,,
3001,blue,kanto-route-8,whole-area,walk,pidgey,pidgey,18-20,30,,
3006,blue,kanto-route-8,whole-area,walk,meowth,meowth,18-20,30,,
3011,blue,kanto-route-8,whole-area,walk,sandshrew,sandshrew,17-19,20,,
3016,blue,kanto-route-8,whole-area,walk,vulpix,vulpix,15-18,20,,
3021,blue,kanto-route-9,whole-area,walk,rattata,rattata,14-17,40,,
3026,blue,kanto-route-9,whole-area,walk,spearow,spearow,13-17,35,,
3031,blue,kanto-route-9,whole-area,walk,sandshrew,sandshrew,11-17,15,,
3036,blue,kanto-route-10,whole-area,walk,voltorb,voltorb,14-17,40,,
3041,blue,kanto-route-10,whole-area,walk,spearow,spearow,13-17,35,,
3046,blue,kanto-route-10,whole-area,walk,sandshrew,sandshrew,11-17,15,,
3051,blue,kanto-route-10,whole-area,old-rod,magikarp,magikarp,5,100,,
3056,blue,kanto-route-10,whole-area,good-rod,poliwag,poliwag,10,50,,
3061,blue,kanto-route-10,whole-area,good-rod,goldeen,goldeen,10,50,,
3066,blue,kanto-route-10,whole-area,super-rod,poliwhirl,poliwhirl,23,50,,
3071,blue,kanto-route-10,whole-area,super-rod,slowpoke,slowpoke,15,50,,
3076,blue,kanto-route-11,whole-area,walk,sandshrew,sandshrew,12-15,40,,
3081,blue,kanto-route-11,whole-area,walk,spearow,spearow,13-17,35,,
3086,blue,kanto-route-11,whole-area,walk,drowzee,drowzee,9-15,15,,
3091,blue,kanto-route-11,whole-area,old-rod,magikarp,magikarp,5,100,,
3096,blue,kanto-route-11,whole-area,good-rod,poliwag,poliwag,10,50,,
3101,blue,kanto-route-11,whole-area,good-rod,goldeen,goldeen,10,50,,
3106,blue,kanto-route-11,whole-area,super-rod,shellder,shellder,15,50,,
3111,blue,kanto-route-11,whole-area,super-rod,krabby,krabby,15,50,,
3116,blue,kanto-route-12,whole-area,walk,pidgey,pidgey,23-27,40,,
3121,blue,kanto-route-12,whole-area,walk,bellsprout,bellsprout,22-26,35,,
3126,blue,kanto-route-12,whole-area,walk,venonat,venonat,24-26,10,,
3131,blue,kanto-route-12,whole-area,walk,weepinbell,weepinbell,28-30,5,,
3136,blue,kanto-route-12,whole-area,old-rod,magikarp,magikarp,5,100,,
3141,blue,kanto-route-12,whole-area,good-rod,poliwag,poliwag,10,50,,
3146,blue,kanto-route-12,whole-area,good-rod,goldeen,goldeen,10,50,,
3151,blue,kanto-route-12,whole-area,super-rod,tentacool,tentacool,5,25,,
3156,blue,kanto-route-12,whole-area,super-rod,krabby,krabby,15,25,,
3161,blue,kanto-route-12,whole-area,super-rod,goldeen,goldeen,15,25,,
3166,blue,kanto-route-12,whole-area,super-rod,magikarp,magikarp,15,25,,
3171,blue,kanto-route-13,whole-area,walk,pidgey,pidgey,25-27,35,,
3176,blue,kanto-route-13,whole-area,walk,bellsprout,bellsprout,22-26,35,,
3181,blue,kanto-route-13,whole-area,walk,venonat,venonat,24-26,10,,
3186,blue,kanto-route-13,whole-area,walk,weepinbell,weepinbell,28-30,5,,
3191,blue,kanto-route-13,whole-area,walk,ditto,ditto,25,5,,
3196,blue,kanto-route-13,whole-area,old-rod,magikarp,magikarp,5,100,,
3201,blue,kanto-route-13,whole-area,good-rod,poliwag,poliwag,10,50,,
3206,blue,kanto-route-13,whole-area,good-rod,goldeen,goldeen,10,50,,
3211,blue,kanto-route-13,whole-area,super-rod,tentacool,tentacool,5,25,,
3216,blue,kanto-route-13,whole-area,super-rod,krabby,krabby,15,25,,
3221,blue,kanto-route-13,whole-area,super-rod,goldeen,goldeen,15,25,,
3226,blue,kanto-route-13,whole-area,super-rod,magikarp,magikarp,15,25,,
3231,blue,kanto-route-14,whole-area,walk,bellsprout,bellsprout,22-26,35,,
3236,blue,kanto-route-14,whole-area,walk,pidgey,pidgey,26,20,,
3241,blue,kanto-route-14,whole-area,walk,ditto,ditto,23,15,,
3246,blue,kanto-route-14,whole-area,walk,venonat,venonat,24-26,10,,
3251,blue,kanto-route-14,whole-area,walk,pidgeotto,pidgeotto,28-30,5,,
3256,blue,kanto-route-14,whole-area,walk,weepinbell,weepinbell,30,5,,
3261,blue,kanto-route-15,whole-area,walk,bellsprout,bellsprout,22-26,35,,
3266,blue,kanto-route-15,whole-area,walk,ditto,ditto,26,20,,
3271,blue,kanto-route-15,whole-area,walk,pidgey,pidgey,23,15,,
3276,blue,kanto-route-15,whole-area,walk,venonat,venonat,26-28,10,,
3281,blue,kanto-route-15,whole-area,walk,pidgeotto,pidgeotto,28-30,5,,
3286,blue,kanto-route-15,whole-area,walk,weepinbell,weepinbell,30,5,,
3291,blue,kanto-route-16,whole-area,walk,rattata,rattata,18-22,30,,
3296,blue,kanto-route-16,whole-area,walk,spearow,spearow,20-22,20,,
3301,blue,kanto-route-16,whole-area,walk,doduo,doduo,18-22,15,,
3306,blue,kanto-route-16,whole-area,walk,raticate,raticate,23-25,5,,
3311,blue,kanto-route-17,whole-area,walk,raticate,raticate,25-29,30,,
3316,blue,kanto-route-17,whole-area,walk,spearow,spearow,20-22,20,,
3321,blue,kanto-route-17,whole-area,walk,doduo,doduo,24-28,15,,
3326,blue,kanto-route-17,whole-area,walk,fearow,fearow,25-27,5,,
3331,blue,kanto-route-17,whole-area,old-rod,magikarp,magikarp,5,100,,
3336,blue,kanto-route-17,whole-area,good-rod,poliwag,poliwag,10,50,,
3341,blue,kanto-route-17,whole-area,good-rod,goldeen,goldeen,10,50,,
3346,blue,kanto-route-17,whole-area,super-rod,tentacool,tentacool,5,25,,
3351,blue,kanto-route-17,whole-area,super-rod,krabby,krabby,15,25,,
3356,blue,kanto-route-17,whole-area,super-rod,goldeen,goldeen,15,25,,
3361,blue,kanto-route-17,whole-area,super-rod,magikarp,magikarp,15,25,,
3366,blue,kanto-route-18,whole-area,walk,raticate,raticate,25-29,20,,
3371,blue,kanto-route-18,whole-area,walk,spearow,spearow,20-22,20,,
3376,blue,kanto-route-18,whole-area,walk,fearow,fearow,25-29,15,,
3381,blue,kanto-route-18,whole-area,walk,doduo,doduo,24-28,15,,
3386,blue,kanto-route-18,whole-area,old-rod,magikarp,magikarp,5,100,,
3391,blue,kanto-route-18,whole-area,good-rod,poliwag,poliwag,10,50,,
3396,blue,kanto-route-18,whole-area,good-rod,goldeen,goldeen,10,50,,
3401,blue,kanto-route-18,whole-area,super-rod,tentacool,tentacool,5,25,,
3406,blue,kanto-route-18,whole-area,super-rod,krabby,krabby,15,25,,
3411,blue,kanto-route-18,whole-area,super-rod,goldeen,goldeen,15,25,,
3416,blue,kanto-route-18,whole-area,super-rod,magikarp,magikarp,15,25,,
3421,blue,kanto-route-19,whole-area,old-rod,magikarp,magikarp,5,100,,
3426,blue,kanto-route-19,whole-area,good-rod,poliwag,poliwag,10,50,,
3431,blue,kanto-route-19,whole-area,good-rod,goldeen,goldeen,10,50,,
3436,blue,kanto-route-19,whole-area,super-rod,shellder,shellder,15,25,,
3441,blue,kanto-route-19,whole-area,super-rod,horsea,horsea,15,25,,
3446,blue,kanto-route-19,whole-area,super-rod,goldeen,goldeen,15,25,,
3451,blue,kanto-route-19,whole-area,super-rod,staryu,staryu,15,25,,
3456,blue,kanto-route-19,whole-area,surf,tentacool,tentacool,5-40,65,,
3461,blue,kanto-route-20,whole-area,old-rod,magikarp,magikarp,5,100,,
3466,blue,kanto-route-20,whole-area,good-rod,poliwag,poliwag,10,50,,
3471,blue,kanto-route-20,whole-area,good-rod,goldeen,goldeen,10,50,,
3476,blue,kanto-route-20,whole-area,super-rod,shellder,shellder,15,25,,
3481,blue,kanto-route-20,whole-area,super-rod,horsea,horsea,15,25,,
3486,blue,kanto-route-20,whole-area,super-rod,goldeen,goldeen,15,25,,
3491,blue,kanto-route-20,whole-area,super-rod,staryu,staryu,15,25,,
3496,blue,kanto-route-20,whole-area,surf,tentacool,tentacool,5-40,65,,
3501,blue,kanto-route-21,whole-area,walk,pidgey,pidgey,21-23,30,,
3506,blue,kanto-route-21,whole-area,walk,rattata,rattata,21-23,30,,
3511,blue,kanto-route-21,whole-area,walk,pidgeotto,pidgeotto,30-32,15,,
3516,blue,kanto-route-21,whole-area,walk,raticate,raticate,30,15,,
3521,blue,kanto-route-21,whole-area,walk,tangela,tangela,28-32,10,,
3526,blue,kanto-route-21,whole-area,old-rod,magikarp,magikarp,5,100,,
3531,blue,kanto-route-21,whole-area,good-rod,poliwag,poliwag,10,50,,
3536,blue,kanto-route-21,whole-area,good-rod,goldeen,goldeen,10,50,,
3541,blue,kanto-route-21,whole-area,super-rod,shellder,shellder,15,25,,
3546,blue,kanto-route-21,whole-area,super-rod,horsea,horsea,15,25,,
